id,year,month,day,obs_date,season_type,avg_temp,min_temp,max_temp,humidity,precipitation,wind_speed,is_flood_risk,created_at
524,2023,12,14,2023-12-14,dry,7.6,6.2,9.1,85.8,17.0,4.5,0,2025-06-30 14:33:05
525,2023,12,15,2023-12-15,dry,4.9,3.7,6.2,95.4,31.1,3.6,0,2025-06-30 14:33:05
526,2023,12,16,2023-12-16,dry,-4.1,-9.9,3.8,68.9,1.5,5.2,0,2025-06-30 14:33:06
527,2023,12,17,2023-12-17,dry,-9.8,-12.4,-6.4,48.9,0.0,3.2,0,2025-06-30 14:33:07
528,2023,12,18,2023-12-18,dry,-7.7,-12.2,-3.6,45.1,0.0,2.2,0,2025-06-30 14:33:07
529,2023,12,19,2023-12-19,dry,-3.7,-8.2,0.2,63.1,0.3,1.9,0,2025-06-30 14:33:08
530,2023,12,20,2023-12-20,dry,-7.4,-11.9,-2.1,64.1,0.8,3.4,0,2025-06-30 14:33:09
531,2023,12,21,2023-12-21,dry,-11.7,-14.4,-8.0,57.4,0.0,3.0,0,2025-06-30 14:33:10
532,2023,12,22,2023-12-22,dry,-11.6,-14.7,-8.0,51.8,0.0,2.7,0,2025-06-30 14:33:10
533,2023,12,23,2023-12-23,dry,-6.8,-12.7,-0.9,53.4,0.0,1.8,0,2025-06-30 14:33:11
534,2023,12,24,2023-12-24,dry,-2.2,-5.6,3.0,73.4,1.1,1.6,0,2025-06-30 14:33:12
535,2023,12,25,2023-12-25,dry,-0.7,-2.7,2.1,80.8,0.7,1.5,0,2025-06-30 14:33:12
536,2023,12,26,2023-12-26,dry,1.9,-2.6,7.2,72.9,0.0,1.8,0,2025-06-30 14:33:13
537,2023,12,27,2023-12-27,dry,1.5,-2.8,6.8,76.6,0.0,1.4,0,2025-06-30 14:33:14
538,2023,12,28,2023-12-28,dry,1.2,-1.7,4.4,69.5,0.0,1.6,0,2025-06-30 14:33:15
539,2023,12,29,2023-12-29,dry,1.3,-1.5,4.6,71.0,0.0,1.7,0,2025-06-30 14:33:15
540,2023,12,30,2023-12-30,dry,0.6,-0.9,2.1,92.0,13.1,2.6,0,2025-06-30 14:33:16
541,2023,12,31,2023-12-31,dry,2.1,0.6,4.3,95.5,4.7,2.0,0,2025-06-30 14:33:17
695,2024,1,1,2024-01-01,dry,3.3,-0.3,7.3,83.4,0.0,1.7,0,2025-06-30 14:35:09
696,2024,1,2,2024-01-02,dry,2.9,2.2,4.3,72.6,0.0,1.6,0,2025-06-30 14:35:10
697,2024,1,3,2024-01-03,dry,1.8,-1.1,4.0,80.4,0.6,1.6,0,2025-06-30 14:35:11
